,sugar to flour ratio,sugar index,bake temp,chill time,calories,pH,grams baking soda,bake time,quality,butter type,chocolate,raisins,oats,nuts,peanut butter
1580,0.26,7.4,690,28.0,160.0,8.13,0.46,9.8,8,1,0,1,0,0,0
1581,0.03,1.9,860,14.0,57.0,8.37,0.46,10.3,5,0,1,0,1,1,0
1582,0.29,1.0,320,27.0,96.0,8.38,0.44,12.3,8,1,1,0,0,0,0
1583,0.04,3.0,770,7.0,27.0,8.69,0.91,9.4,6,0,0,1,0,1,0
1584,0.49,2.6,590,5.0,13.0,8.05,0.74,10.5,7,0,1,0,0,0,0
1585,0.22,4.5,300,30.0,102.0,8.24,0.36,9.4,8,1,1,0,1,0,0
1586,0.27,2.8,670,8.0,44.0,8.21,0.56,12.0,6,0,0,1,0,0,0
1587,0.32,14.45,740,29.0,107.0,7.96,0.42,9.2,8,1,1,0,0,0,0
1588,0.66,10.8,510,77.0,194.0,8.05,0.46,8.7,7,1,1,0,0,1,0
1589,0.29,15.3,440,39.0,194.0,8.06,0.47,9.6,9,1,1,0,0,0,0
1590,0.41,1.6,520,24.0,126.0,8.19,0.49,10.8,7,1,1,0,1,0,0
1591,0.38,9.2,580,66.0,243.0,8.23,0.54,9.1,8,1,1,0,0,1,0
1592,0.4,14.55,470,47.0,156.0,8.34,0.78,9.1,8,1,1,0,1,0,0
1593,0.04,1.9,1460,27.0,90.0,8.16,0.7,9.4,5,0,1,0,1,1,0
1594,0.3,8.4,510,40.0,167.0,8.48,0.62,9.7,7,1,0,1,0,0,0
1595,0.6,3.0,1040,10.0,22.0,8.39,0.68,10.6,5,0,1,0,0,0,0
1596,0.4,1.4,360,14.0,55.0,8.08,0.68,11.5,9,1,1,0,1,0,0
1597,0.36,2.8,340,22.0,112.0,8.19,0.38,12.6,10,1,1,0,0,0,0
1598,0.32,8.3,450,38.0,126.0,8.21,0.34,9.2,7,1,1,0,1,0,0
1599,0.4,2.1,330,34.0,111.0,7.97,0.48,12.2,9,1,0,1,0,0,0
1600,0.0,1.8,500,27.0,63.0,8.68,0.79,14.0,6,0,0,1,0,0,0
1601,0.49,1.8,1150,20.0,112.0,8.21,0.71,9.3,5,0,1,0,1,1,0
1602,0.33,6.0,360,30.0,111.0,8.32,0.58,10.13333333,9,1,1,0,1,0,0
1603,0.29,1.6,210,24.0,85.0,8.41,0.61,12.4,11,1,0,1,0,0,0
1604,0.3,9.9,410,63.0,192.0,8.12,0.49,10.2,8,1,0,1,0,0,0
1606,0.3,2.6,430,34.0,90.0,7.88,0.47,11.2,8,1,1,0,1,0,0
1607,0.23,1.9,170,31.0,69.0,7.93,0.36,12.5,8,1,0,1,0,0,0
1608,0.25,9.8,400,28.0,191.0,8.28,0.61,9.2,7,1,0,1,0,0,0
1609,0.4,1.5,670,17.0,100.0,8.27,0.57,10.1,8,1,1,0,0,1,0
1610,0.23,5.4,510,25.0,149.0,8.24,0.35,10.0,7,1,0,1,0,0,0
1611,0.27,1.2,410,27.0,99.0,8.19,0.33,9.8,8,1,1,0,0,0,0
1612,0.34,15.4,500,38.0,174.0,8.03,0.42,9.0,8,1,1,0,0,0,0
1613,0.5,2.7,1220,4.0,17.0,8.13,0.7,10.2,5,0,1,0,0,1,0
1614,0.24,7.8,520,54.0,214.0,8.13,0.47,8.9,7,1,1,0,0,0,0
1615,0.4,14.55,470,47.0,156.0,8.34,0.78,9.1,8,1,1,0,1,0,0
1616,0.47,8.4,420,36.0,156.0,8.15,0.55,9.4,8,1,1,0,0,0,0
1617,0.47,1.3,390,21.0,123.0,7.9,0.64,9.5,7,1,1,0,0,0,0
1618,0.28,7.8,380,26.0,89.0,8.24,0.34,12.5,8,1,1,0,0,0,0
1620,0.27,5.0,1570,17.0,129.0,8.03,0.36,9.3,7,1,1,0,0,1,0
1621,0.52,1.8,1320,17.0,44.0,8.28,0.77,11.5,6,0,0,1,0,0,0
1622,0.46,1.0,230,6.0,80.0,8.15,0.54,12.9,8,1,0,1,0,0,0
1623,0.16,5.9,480,14.0,125.0,8.09,0.49,9.8,7,1,1,0,0,1,0
1624,0.25,1.7,420,48.0,189.0,8.25,0.42,11.4,8,1,1,0,0,0,0
1625,0.49,1.8,500,17.0,128.0,8.31,0.58,10.6,6,1,1,0,1,1,0
1626,0.24,2.1,780,1.0,28.0,8.41,0.87,10.3,6,0,1,0,0,0,0
1627,0.58,1.9,710,5.0,18.0,8.09,0.63,10.0,6,0,0,1,0,1,0
1628,0.24,4.1,510,34.0,149.0,8.36,0.52,11.0,7,1,0,1,0,0,0
1629,0.37,7.0,380,27.0,107.0,7.98,0.82,11.5,8,1,1,0,0,0,0
1630,0.3,5.0,280,34.0,120.0,7.94,0.47,11.2,7,1,1,0,1,0,0
1631,0.42,2.6,440,29.0,110.0,8.31,0.51,12.7,8,1,1,0,0,0,0
1632,0.33,8.1,480,45.0,176.0,8.11,0.52,10.1,8,1,1,0,0,0,0
1633,0.39,12.1,400,61.0,248.0,8.31,0.58,9.7,7,1,1,0,0,1,0
1634,0.27,7.1,270,37.0,122.0,8.15,0.6,12.6,9,1,0,1,0,0,0
1635,0.06,2.0,830,8.0,29.0,8.67,0.73,9.6,5,0,1,0,1,1,0
1636,0.28,11.45,410,29.0,109.0,7.98,0.3,10.9,8,1,0,1,0,0,0
1637,0.22,10.7,420,26.0,81.0,7.86,0.36,9.7,8,1,1,0,0,0,0
1638,0.45,1.7,460,22.0,113.0,8.22,0.48,10.0,7,1,1,0,0,0,0
1639,0.42,14.6,440,45.0,163.0,8.21,0.69,8.6,9,1,1,0,0,0,0
1640,0.38,2.9,380,19.0,102.0,8.17,0.35,11.0,9,1,0,1,0,0,0
1641,0.4,1.6,320,35.0,110.0,8.02,0.6,12.9,9,1,1,0,0,0,0
1642,0.4,2.8,360,35.0,167.0,7.97,0.39,9.2,7,1,1,0,0,1,0
1643,0.24,6.3,540,34.0,231.0,8.36,0.54,10.0,8,1,1,0,1,0,0
1644,0.48,1.8,770,29.0,60.0,8.39,0.53,9.4,6,0,1,0,0,0,0
1645,0.71,1.5,1520,9.0,55.0,8.12,0.46,9.8,8,1,1,0,1,0,0
1646,0.12,2.0,750,32.0,44.0,8.57,0.71,10.2,5,0,1,0,1,1,0
1647,0.32,5.4,470,29.0,140.0,8.39,0.46,9.7,8,1,1,0,0,0,0
1648,0.32,12.9,540,6.0,113.0,8.3,0.56,11.5,4,0,0,1,0,0,0
1649,0.49,5.0,280,32.0,107.0,8.24,0.54,10.8,8,1,1,0,0,0,0
1650,0.52,6.2,280,37.0,104.0,8.28,0.51,11.8,9,1,1,0,0,0,0
1651,0.29,4.6,290,27.0,155.0,8.07,0.26,10.6,8,1,1,0,0,0,0
1652,0.31,1.6,400,39.0,173.0,8.19,0.51,11.4,8,1,1,0,0,0,0
1653,0.24,1.7,500,10.0,112.0,8.11,0.43,9.9,7,1,1,0,0,0,0
1654,0.26,14.95,670,47.0,178.0,8.04,0.49,9.2,6,1,1,0,0,0,0
1655,0.49,7.1,420,22.0,124.0,8.14,0.41,10.8,8,1,1,0,0,0,0
1656,0.33,1.7,370,35.0,113.0,8.23,0.66,10.6,8,1,1,0,0,0,0
1657,0.43,3.2,350,14.0,101.0,8.15,0.36,11.5,7,1,1,0,0,0,0
1659,0.27,4.2,310,20.0,80.0,8.12,0.39,11.5,8,1,1,0,0,0,0
1660,0.16,2.1,740,8.0,25.0,8.37,0.55,9.7,5,0,1,0,1,1,0
1661,0.27,2.3,840,31.0,145.0,8.24,0.53,9.4,5,0,1,0,0,0,1
1663,0.57,2.3,870,6.0,20.0,8.14,0.72,11.1,7,0,0,1,0,0,0
1664,0.23,12.4,480,33.0,201.0,8.11,0.56,9.9,8,1,1,0,0,0,0
1665,0.44,11.6,410,48.0,195.0,8.18,0.52,9.5,7,1,1,0,0,0,0
1666,0.37,4.9,340,26.0,127.0,8.17,0.44,10.8,8,1,1,0,0,0,0
1667,0.24,3.2,370,31.0,95.0,7.9,0.66,12.6,9,1,1,0,0,0,0
1668,0.45,2.6,1190,34.0,68.0,8.23,0.72,10.9,6,0,0,1,0,1,0
1669,0.49,9.3,300,26.0,132.0,7.99,0.32,11.0,9,1,1,0,1,0,0
1670,0.26,1.9,790,13.0,28.0,8.25,0.62,10.0,5,0,1,0,0,0,1
1671,0.49,7.3,450,61.0,206.0,8.09,0.4,9.0,8,1,0,1,0,0,0
1672,0.0,2.2,890,13.0,26.0,8.37,0.46,9.6,4,0,0,0,1,1,0
1673,0.0,2.1,750,12.0,56.0,8.49,0.67,9.2,5,0,1,0,1,1,0
1674,0.4,1.7,210,18.0,82.0,8.24,0.95,13.13333333,8,1,1,0,0,0,0
1675,0.49,1.2,550,18.0,150.0,8.23,0.47,11.2,8,1,1,0,1,0,0
1676,0.44,3.5,290,5.0,109.0,8.53,0.43,11.7,5,1,1,0,0,0,0
1677,0.38,16.05,580,16.0,165.0,8.38,0.6,9.2,7,1,0,1,0,0,0
1678,0.21,1.1,320,31.0,111.0,7.97,0.42,12.2,8,1,0,1,0,0,0
1679,0.25,5.0,240,52.0,99.0,7.87,0.49,11.4,7,1,1,0,0,0,0
1680,0.4,1.1,580,30.0,93.0,8.03,0.38,9.2,8,1,1,0,0,0,0
1681,0.36,8.6,370,63.0,206.0,8.18,0.5,9.6,7,1,1,0,0,0,0
1682,0.24,1.8,660,18.0,47.0,8.37,0.62,10.4,5,0,1,0,0,1,0
1683,0.31,2.0,300,38.0,142.0,8.4,0.41,12.9,9,1,0,1,0,0,0
1684,0.34,3.6,820,5.0,14.0,8.29,0.52,10.7,6,0,0,1,0,1,0
1685,0.4,1.8,620,7.0,20.0,8.28,0.7,11.1,5,0,1,0,1,0,0
1686,0.08,3.75,670,8.0,16.0,8.43,0.52,12.6,5,0,0,0,1,1,0
1687,0.11,2.2,480,16.0,89.0,8.54,0.88,13.6,7,0,1,0,0,1,0
1688,0.33,12.3,460,31.0,145.0,8.36,0.4,9.5,7,1,1,0,0,0,0
1689,0.2,2.4,590,19.0,112.0,8.18,0.4,9.2,8,1,0,1,0,1,0
1690,0.49,18.05,460,36.0,158.0,8.06,0.41,9.2,7,1,1,0,1,0,0
1691,0.14,2.4,640,13.0,29.0,8.42,0.62,11.7,7,0,0,1,0,1,0
1692,0.24,3.3,340,29.0,99.0,8.1,0.4,12.3,9,1,0,1,0,0,0
1693,0.45,1.5,390,18.0,98.0,8.02,0.56,11.0,8,1,1,0,1,0,0
1694,0.19,13.7,520,47.0,197.0,8.12,0.53,9.0,7,1,1,0,0,0,0
1695,0.3,2.5,410,29.0,82.0,8.31,0.61,11.8,9,1,0,1,0,0,0
1696,0.36,16.3,380,43.0,133.0,8.26,0.41,8.8,7,1,1,0,0,0,0
1697,0.12,4.5,500,23.0,86.0,7.86,0.35,9.0,7,1,1,0,0,1,0
1698,0.26,1.7,330,36.0,136.0,8.44,0.51,10.4,9,1,1,0,0,0,0
1699,0.34,2.0,410,14.0,73.0,8.04,0.45,11.6,9,1,1,0,0,0,0
1701,0.36,5.5,290,30.0,105.0,8.2,0.47,11.8,8,1,1,0,0,0,0
1702,0.2,11.4,440,45.0,131.0,7.96,0.51,9.7,8,1,1,0,0,0,0
1703,0.32,13.4,440,35.0,169.0,8.12,0.47,8.8,9,1,1,0,0,0,0
1704,0.44,6.5,560,31.0,161.0,8.14,0.44,9.5,7,1,0,1,0,0,0
1705,0.32,1.5,300,24.0,101.0,8.21,0.42,13.0,7,1,0,1,0,0,0
1706,0.24,12.1,560,68.0,210.0,8.05,0.5,9.5,7,1,1,0,0,1,0
1707,0.13,2.5,970,24.0,66.0,8.39,0.61,9.4,5,0,0,1,0,1,0
1709,0.03,2.3,780,16.0,86.0,8.53,0.57,9.7,5,0,1,0,1,1,0
1710,0.29,11.8,350,21.0,93.0,8.18,0.34,11.9,8,1,1,0,0,0,0
1711,0.27,2.0,800,11.0,63.0,8.29,0.48,9.8,4,0,1,0,0,0,1
1712,0.07,3.4,1020,32.0,71.0,8.31,0.71,9.8,5,0,0,1,0,1,0
1713,0.26,12.5,490,52.5,120.0,8.08,0.45,9.4,8,1,1,0,0,0,0
1714,0.0,2.1,480,16.0,42.0,8.71,0.74,14.0,7,0,1,0,0,1,0
1715,0.35,4.9,280,27.0,95.0,8.04,0.4,11.3,8,1,1,0,0,0,0
1716,0.39,11.9,570,51.0,221.0,8.26,0.51,8.9,8,1,0,1,0,0,0
1717,0.28,7.8,500,43.0,116.0,8.22,0.6,11.5,10,1,1,0,0,0,0
1718,0.14,3.9,600,27.0,113.0,8.07,0.34,9.2,6,1,0,1,0,0,0
1719,0.19,4.7,460,57.0,161.0,8.32,0.66,10.5,8,1,1,0,1,0,0
1720,0.47,6.3,690,35.0,182.0,8.11,0.46,9.733333333,7,1,1,0,0,0,0
1721,0.22,1.8,780,21.0,56.0,8.52,0.6,9.5,6,0,1,0,0,1,0
1722,0.44,7.4,450,47.0,182.0,8.24,0.46,9.1,7,1,1,0,0,0,0
1723,0.11,1.8,730,13.0,38.0,8.34,0.52,9.3,5,0,0,1,0,1,0
1724,0.47,2.0,610,6.0,11.0,8.23,0.52,12.0,6,0,0,1,0,0,0
1725,0.38,7.8,310,54.0,216.0,8.03,0.42,13.1,8,1,1,0,0,0,0
1726,0.26,11.1,300,43.5,171.0,8.03,0.49,12.0,7,1,0,1,0,0,0
1727,0.36,2.5,480,16.0,125.0,8.49,0.49,10.0,8,1,1,0,0,0,0
1728,0.25,0.7,390,15.0,89.0,8.22,0.43,9.2,8,1,1,0,1,0,0
1729,0.49,3.2,270,28.0,87.0,8.03,0.32,11.3,9,1,1,0,0,0,0
1730,0.49,12.3,490,50.0,144.0,8.09,0.57,10.2,9,1,0,1,0,0,0
1731,0.27,13.9,570,45.0,155.0,7.94,0.41,8.8,10,1,1,0,1,0,0
1732,0.49,0.9,520,26.0,128.0,8.25,0.35,11.4,8,1,1,0,0,0,0
1733,0.46,1.4,590,11.0,25.0,8.36,0.76,10.1,6,0,0,1,0,0,0
1734,0.51,15.3,470,54.0,171.0,8.09,0.51,9.1,7,1,0,1,0,0,0
1736,0.42,1.6,470,9.0,101.0,8.06,0.65,11.1,6,1,1,0,1,0,0
1737,0.47,15.2,570,40.0,234.0,8.02,0.66,9.0,7,1,1,0,0,0,0
1738,0.74,15.6,440,44.0,176.0,8.38,0.67,9.0,8,1,1,0,1,0,0
1739,0.12,3.0,670,12.0,53.0,8.36,0.57,9.1,5,0,0,1,0,1,0
1740,0.0,3.3,960,26.0,61.0,8.6,0.72,9.8,4,0,1,0,0,0,1
1741,0.33,11.1,520,52.5,158.0,8.03,0.49,10.2,9,1,1,0,0,0,0
1742,0.37,5.4,260,27.0,114.0,8.13,0.84,12.7,7,1,1,0,0,0,0
1743,0.41,1.45,330,11.0,63.0,7.99,0.56,12.0,7,1,1,0,0,0,0
1744,0.24,3.9,450,36.0,138.0,8.15,0.64,11.3,9,1,1,0,0,0,0
1745,0.37,3.0,610,25.0,178.0,8.22,0.51,10.0,8,1,1,0,1,0,0
1746,0.38,0.9,370,3.0,75.0,8.28,0.34,11.4,6,1,0,1,0,0,0
1747,0.19,7.7,490,47.0,184.0,8.22,0.48,9.5,7,1,0,1,0,0,0
1748,0.14,7.5,440,34.0,133.0,8.22,0.5,9.5,7,1,0,1,0,0,0
1749,0.26,9.6,270,20.0,104.0,8.22,0.73,13.1,8,1,0,1,0,1,0
1750,0.31,1.7,880,15.0,64.0,8.46,0.79,9.3,5,0,1,0,1,1,0
1751,0.47,1.4,560,9.0,24.0,8.22,0.82,10.3,7,0,0,1,0,0,0
1752,0.48,1.9,660,6.0,10.0,8.33,0.87,10.9,6,0,1,0,0,0,0
1753,0.35,2.2,740,21.0,66.0,8.25,0.56,9.2,5,0,0,1,0,1,0
1754,0.18,2.1,780,5.0,30.0,8.2,0.48,9.8,6,0,0,1,0,1,0
1755,0.48,15.8,520,25.0,94.0,8.07,0.45,9.2,8,1,1,0,0,0,0
1756,0.04,2.2,1190,14.0,56.0,8.21,0.6,10.9,6,0,0,1,0,1,0
1757,0.38,1.8,400,39.0,148.0,8.16,0.67,10.2,8,1,1,0,1,0,0
1758,0.47,1.8,1180,6.0,14.0,8.3,0.75,9.8,6,0,0,1,0,0,0
1759,0.32,1.3,410,12.0,188.0,8.17,0.49,9.5,7,1,0,1,0,0,0
1760,0.31,4.0,300,27.0,108.0,8.3,0.43,12.2,9,1,0,1,0,0,0
1761,0.49,1.35,520,6.0,48.0,8.15,0.28,11.4,7,1,1,0,0,0,0
1762,0.24,18.35,500,33.0,184.0,8.12,0.61,9.3,7,1,0,1,0,0,0
1763,0.49,0.9,570,15.0,73.0,8.07,0.38,10.4,8,1,1,0,0,0,0
1764,0.36,1.8,340,43.0,150.0,8.42,0.69,11.0,10,1,1,0,1,0,0
1765,0.15,2.1,260,29.0,130.0,8.39,0.77,13.4,10,1,1,0,0,1,0
1766,0.32,12.5,350,18.0,156.0,7.88,0.36,9.0,8,1,1,0,1,0,0
1767,0.27,4.6,500,23.0,98.0,8.08,0.47,9.5,8,1,1,0,1,0,0
1768,0.27,15.5,360,31.0,134.0,8.19,0.44,13.0,9,1,1,0,0,0,0
1769,0.25,1.4,330,30.0,114.0,8.08,0.43,13.2,8,1,1,0,0,0,0
1770,0.24,2.2,790,19.0,58.0,8.18,0.56,10.1,6,0,0,1,0,1,0
1771,0.3,2.4,740,15.0,55.0,8.46,0.59,10.2,5,0,0,1,0,1,0
1772,0.4,1.6,560,11.0,25.0,8.32,0.87,8.7,6,0,1,0,0,0,0
1773,0.06,4.0,870,27.0,61.0,8.36,0.67,10.7,6,0,0,1,0,1,0
1774,0.35,1.0,320,42.0,104.0,8.16,0.37,11.7,9,1,1,0,0,0,0
1775,0.18,1.4,560,13.0,137.0,8.11,0.42,9.5,7,1,1,0,0,0,0
1776,0.22,1.9,230,5.0,56.0,8.04,0.79,13.0,9,1,1,0,0,1,0
1777,0.32,2.2,420,41.0,142.0,8.31,0.44,12.7,9,1,0,1,0,0,0
1778,0.39,2.3,950,5.0,22.0,8.37,0.58,10.3,5,0,0,1,0,1,0
1779,0.22,5.6,470,45.0,147.0,8.09,0.54,10.0,7,1,1,0,1,0,0
1780,0.35,1.3,390,29.0,191.0,8.13,0.52,11.0,8,1,1,0,0,0,0
1781,0.76,3.7,1000,6.0,43.0,7.95,0.68,11.2,7,0,1,0,1,1,0
1782,0.32,2.2,280,36.0,92.0,8.27,0.59,11.9,9,1,1,0,0,0,0
1783,0.27,9.6,370,19.0,105.0,8.04,0.37,10.5,9,1,1,0,0,0,0
1784,0.49,5.9,380,39.0,128.0,8.21,0.48,10.8,8,1,1,0,0,0,0
1785,0.1,1.4,710,27.0,63.0,8.28,0.61,9.2,5,0,1,0,1,1,0
1786,0.21,1.8,810,14.0,31.0,8.59,0.66,9.8,5,0,1,0,1,1,0
1787,0.22,1.0,300,47.0,123.0,8.55,0.44,10.15,8,1,1,0,1,0,0
1788,0.37,4.85,410,39.5,216.5,8.1,0.5,9.8,8,1,0,1,0,0,0
1789,0.26,11.0,430,41.0,211.0,8.11,0.49,10.0,8,1,1,0,0,0,0
1790,0.31,6.4,310,38.0,115.0,8.38,0.58,12.2,9,1,0,1,0,0,0
1791,0.23,10.8,300,28.0,95.0,7.93,0.41,13.6,8,1,0,1,0,0,0
1792,0.35,4.9,480,31.0,103.0,8.43,0.79,9.7,8,1,1,0,1,0,0
1793,0.27,1.7,380,41.0,150.0,8.49,0.71,10.5,9,1,1,0,0,0,0
1794,0.66,2.6,880,10.0,41.0,8.17,0.68,9.8,6,0,0,1,0,0,0
1795,0.49,3.1,450,21.0,116.0,8.16,0.35,10.3,7,1,1,0,0,0,0
1796,0.24,10.8,420,47.0,130.0,8.08,0.4,10.1,8,1,1,0,0,0,0
1797,0.22,9.5,560,44.0,213.0,8.08,0.61,9.3,8,1,1,0,0,0,0
1798,0.2,16.05,470,26.0,166.0,8.09,0.46,8.9,7,1,0,1,0,0,0
1799,0.44,1.7,240,36.0,116.0,8.18,0.4,12.5,8,1,1,0,0,0,0
1800,0.22,5.25,530,33.0,180.0,8.13,0.45,11.6,8,1,0,1,0,0,0
1801,0.49,7.5,540,42.0,151.0,8.27,0.52,10.1,8,1,1,0,0,0,0
1802,0.41,2.3,880,6.0,16.0,8.09,0.8,9.3,5,0,0,1,0,0,0
1803,0.25,2.0,700,3.0,22.0,8.25,0.63,9.2,5,0,0,1,0,1,0
1804,0.43,12.6,330,64.0,230.0,8.08,0.38,8.9,7,1,1,0,0,0,0
1805,0.26,12.5,460,48.0,179.0,8.1,0.52,9.0,8,1,1,0,0,0,0
1806,0.01,2.1,640,31.0,43.0,8.41,0.57,11.8,6,0,0,0,1,1,0
1807,0.0,1.2,650,15.0,21.0,8.39,0.47,10.0,7,0,1,0,1,1,0
1808,0.57,4.6,800,6.0,20.0,8.28,0.57,12.5,6,0,1,0,0,1,0
1809,0.25,1.4,490,43.0,141.0,8.42,0.54,10.2,9,1,1,0,0,0,0
1810,0.29,3.1,440,39.0,122.0,8.0,0.6,11.3,8,1,1,0,0,0,0
1811,0.33,2.05,630,13.0,27.0,8.26,0.84,11.7,7,0,1,0,0,0,0
1812,0.36,0.8,340,48.0,113.0,8.24,0.68,10.5,8,1,1,0,0,0,0
1813,0.47,7.85,300,19.0,133.0,8.52,0.43,11.5,9,1,0,1,0,0,0
1814,0.28,1.9,460,33.0,103.0,8.12,0.31,12.0,7,1,1,0,0,0,0
1815,0.17,1.0,420,21.0,144.0,8.13,0.4,9.6,7,1,0,1,0,0,0
1816,0.29,2.8,440,27.0,97.0,8.12,0.42,11.2,8,1,1,0,0,1,0
1817,0.14,1.8,780,10.0,23.0,8.53,0.61,10.4,5,0,0,1,0,1,0
1818,0.32,1.4,600,47.0,150.0,8.37,0.42,9.2,8,1,1,0,1,0,0
1819,0.44,8.2,460,52.0,183.0,8.2,0.51,9.4,7,1,1,0,0,0,0
1820,0.29,2.8,250,37.0,107.0,8.31,0.63,11.3,9,1,0,1,0,0,0
1821,0.27,2.0,830,17.0,91.0,8.26,0.58,9.8,6,0,1,0,1,1,0
1822,0.43,6.0,220,22.0,125.0,8.13,0.55,11.5,8,1,1,0,0,0,0
1823,0.3,1.0,390,19.0,75.0,8.01,0.56,10.7,7,1,1,0,0,0,0
1824,0.51,17.6,450,34.0,125.0,8.2,0.47,8.8,8,1,1,0,0,0,0
1825,0.31,1.4,580,38.0,167.0,8.16,0.53,10.0,9,1,1,0,1,0,0
1826,0.49,2.5,670,6.0,21.0,8.26,0.86,10.7,6,0,0,1,0,0,0
1827,0.23,1.6,420,14.0,67.0,8.07,0.32,9.5,7,1,1,0,1,0,0
1828,0.33,15.75,350,16.0,132.0,8.0,0.37,12.1,8,1,1,0,0,0,0
1829,0.37,15.4,350,62.0,153.0,8.02,0.4,9.3,7,1,1,0,0,0,0
1830,0.25,18.4,510,28.0,182.0,8.13,0.62,9.3,8,1,0,1,0,0,0
1831,0.23,1.7,290,39.0,128.0,8.37,0.41,10.7,9,1,1,0,1,0,0
1832,0.28,2.5,390,34.0,137.0,8.22,0.38,12.7,8,1,0,1,0,0,0
1833,0.35,3.9,400,27.0,140.0,7.98,0.53,11.8,8,1,1,0,0,0,0
1834,0.32,6.0,340,50.0,127.0,8.51,0.58,12.5,9,1,1,0,0,1,0
1835,0.29,4.1,260,19.0,101.0,8.01,0.38,12.4,7,1,1,0,0,1,0
1836,0.28,14.4,550,55.0,205.0,8.12,0.38,9.0,9,1,1,0,0,0,0
1837,0.32,13.4,440,35.0,169.0,8.12,0.47,8.8,9,1,1,0,0,0,0
1838,0.53,3.3,1050,33.0,98.0,8.2,0.95,9.2,5,0,1,0,0,1,0
1839,0.1,1.8,740,20.0,56.0,8.35,0.56,9.2,5,0,0,1,1,0,0
1840,0.14,2.5,860,9.0,30.0,8.34,0.64,10.5,5,0,0,0,1,1,0
1841,0.36,8.9,290,44.0,128.0,8.28,0.35,11.95,9,1,0,1,0,0,0
1842,0.35,1.4,500,8.0,163.0,8.24,0.42,10.7,7,1,0,1,0,0,0
1844,0.37,7.9,500,60.0,150.0,7.86,0.49,9.3,8,1,1,0,0,0,0
1845,0.29,10.3,390,41.0,98.0,8.19,0.38,9.8,10,1,1,0,1,0,0
1846,0.33,1.4,280,14.0,99.0,8.23,0.55,10.1,8,1,1,0,1,0,0
1847,0.0,1.4,700,32.0,38.0,8.32,0.58,11.4,6,0,1,0,0,1,0
1848,0.39,1.9,540,6.0,17.0,8.17,0.47,10.0,5,0,1,0,1,1,0
1849,0.35,7.2,460,45.0,178.0,8.14,0.53,9.7,7,1,0,1,0,0,0
1850,0.32,3.6,350,22.0,93.0,8.08,0.6,12.5,9,1,0,1,0,0,0
1851,0.24,1.2,340,17.0,121.0,8.13,0.36,9.2,7,1,0,1,0,0,0
1852,0.18,15.0,400,21.0,116.0,8.14,0.5,9.2,7,1,1,0,0,0,0
1853,0.18,2.1,710,12.0,31.0,8.52,0.72,9.6,6,0,0,1,0,1,0
1854,0.38,1.0,270,31.0,90.0,8.24,0.36,12.3,8,1,1,0,0,0,0
1855,0.28,4.4,290,14.0,107.0,8.24,0.46,10.4,10,1,1,0,1,0,0
1856,0.3,1.8,650,16.0,20.0,8.61,0.82,10.0,6,0,1,0,0,0,0
1858,0.22,16.65,440,39.0,110.0,8.24,0.48,9.0,8,1,1,0,0,0,0
1859,0.29,11.4,360,31.0,115.0,8.35,0.48,10.5,10,1,1,0,0,0,0
1860,0.6,2.1,460,47.0,165.0,8.05,0.54,10.1,9,1,1,0,0,0,0
1861,0.24,16.05,450,31.0,147.0,8.08,0.52,9.2,7,1,0,1,0,0,0
1862,0.23,3.3,260,31.0,99.0,8.1,0.4,12.4,8,1,0,1,0,0,0
1863,0.01,2.3,790,24.0,37.0,8.4,0.61,10.9,6,0,1,0,1,1,0
1864,0.73,6.55,740,38.0,76.0,8.17,0.85,12.0,7,0,1,0,0,1,0
1865,0.37,1.9,410,51.0,165.0,8.26,0.4,12.2,10,1,1,0,0,0,0
1866,0.3,6.4,480,40.0,251.0,8.29,0.52,10.0,7,1,1,0,1,0,0
1868,0.51,11.7,940,58.0,181.0,7.91,0.51,9.0,7,1,0,1,0,0,0
1869,0.32,10.4,430,63.0,201.0,8.11,0.53,9.5,8,1,1,0,0,0,0
1870,0.49,7.5,540,42.0,151.0,8.27,0.52,10.1,8,1,1,0,0,0,0
1871,0.28,7.1,410,29.0,110.0,8.2,0.42,9.2,8,1,1,0,1,0,0
1872,0.62,11.8,440,52.0,152.0,8.12,0.46,8.7,8,1,1,0,0,1,0
1873,0.0,1.8,440,18.0,88.0,8.68,0.73,13.6,7,0,1,0,0,1,0
1875,0.49,5.8,530,25.0,120.0,8.01,0.98,10.5,8,1,1,0,0,0,0
1876,0.26,7.2,410,21.0,90.0,8.22,0.55,9.5,8,1,1,0,0,0,0
1877,0.47,6.3,690,35.0,182.0,8.11,0.46,9.75,7,1,1,0,0,0,0
1878,0.01,2.3,790,24.0,37.0,8.4,0.61,10.9,6,0,1,0,1,1,0
1880,0.33,2.6,530,11.0,71.0,7.89,0.49,9.5,7,1,1,0,0,0,0
1882,0.09,5.5,1170,9.0,17.0,8.35,0.49,10.8,6,0,0,0,1,1,0
1883,0.24,5.4,600,23.0,126.0,8.25,0.44,9.0,9,1,0,1,0,0,0
1884,0.28,10.2,390,29.0,115.0,8.11,0.45,10.9,9,1,1,0,1,0,0
1886,0.49,1.2,440,35.0,126.0,8.13,0.48,12.1,9,1,1,0,0,0,0
1887,0.31,8.8,840,26.0,45.0,8.38,0.64,10.1,6,0,1,0,0,1,0
1888,0.61,11.8,450,54.0,155.0,8.11,0.45,8.7,7,1,1,0,0,1,0
