,song_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
2670,Wonderful Tonight,['Eric Clapton'],spotify:track:0HgsllnPTT90kb3udyPrHb,0.57,0.207,7,-15.647,1,0.0292,0.667,0.117,0.124,0.528,95.539,spotify:track:0HgsllnPTT90kb3udyPrHb,225027,4
2671,Battery,['Metallica'],spotify:track:4A1jq5W97gi5ok44CgZiab,0.487,0.944,11,-6.78,0,0.0823,0.000135,0.601,0.0905,0.392,96.552,spotify:track:4A1jq5W97gi5ok44CgZiab,312707,4
2672,The Look,['Metronomy'],spotify:track:3b4GWSS7QnzRKqH0mEYcFH,0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,0.504,84.947,spotify:track:3b4GWSS7QnzRKqH0mEYcFH,277653,4
2673,Linger,['The Cranberries'],spotify:track:6GKJUyIC50rzo8JKFkCfdA,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,spotify:track:6GKJUyIC50rzo8JKFkCfdA,274707,4
2674,P.Y.T. (Pretty Young Thing),['Michael Jackson'],spotify:track:5lA3pwMkBdd24StM90QrNR,0.888,0.815,11,-4.909,0,0.0404,0.23,0.000424,0.127,0.961,127.273,spotify:track:5lA3pwMkBdd24StM90QrNR,238733,4
2675,Needle In The Hay,['Elliott Smith'],spotify:track:1HyAeHf7CKtV4RUKdLGFXt,0.563,0.196,9,-17.406,0,0.0412,0.219,0.018,0.118,0.306,116.019,spotify:track:1HyAeHf7CKtV4RUKdLGFXt,256760,4
2676,The Wild Side Of Life,"['Hank Thompson', 'Hank Thompson And His Brazos Valley Boys']",spotify:track:39AxeDwNIyjPKgI7g9H2Jg,0.596,0.144,2,-10.307,1,0.0298,0.924,0.0,0.219,0.451,115.681,spotify:track:39AxeDwNIyjPKgI7g9H2Jg,164520,4
2677,My Red Hot Car,['Squarepusher'],spotify:track:2wjbR0QM2uRIz8QacUE494,0.752,0.695,2,-11.403,1,0.0602,0.00126,0.904,0.108,0.662,142.008,spotify:track:2wjbR0QM2uRIz8QacUE494,282067,4
2678,Scarborough Fair / Canticle,['Simon & Garfunkel'],spotify:track:4ynIxU1wlEQ4nSlu2QunbX,0.345,0.253,2,-14.86,1,0.0332,0.894,5.58e-06,0.11,0.331,128.688,spotify:track:4ynIxU1wlEQ4nSlu2QunbX,189960,3
2679,Beau Mot Plage,['Isolée'],spotify:track:4zjg8zXxG4zShpQ8nfVaII,0.798,0.608,11,-11.01,0,0.0535,0.0268,0.832,0.122,0.443,128.0,spotify:track:4zjg8zXxG4zShpQ8nfVaII,406413,4
2680,The Cutter,['Echo & the Bunnymen'],spotify:track:617ahruubznvqzv7Nas3QX,0.471,0.955,7,-5.219,1,0.121,0.00485,1.44e-06,0.162,0.35,139.266,spotify:track:617ahruubznvqzv7Nas3QX,232746,4
2681,Minor Swing,"['Django Reinhardt', 'Stéphane Grappelli', 'Quintette du Hot Club de France']",spotify:track:0NDjQezJaEC1KX9TfwEfzf,0.58,0.47,9,-8.787,0,0.168,0.933,0.743,0.098,0.738,202.376,spotify:track:0NDjQezJaEC1KX9TfwEfzf,196627,4
2682,Save it For Later,['The Beat'],spotify:track:0Y6c59aGO4SjWxsGbEUcXj,0.625,0.693,2,-11.091,1,0.0281,0.115,0.00216,0.393,0.786,129.55,spotify:track:0Y6c59aGO4SjWxsGbEUcXj,213947,4
2683,Julia - Remastered,['The Beatles'],spotify:track:6FZdFkP2IjF99eDahDT8SH,0.512,0.0953,2,-16.082,1,0.0304,0.828,0.000268,0.117,0.193,134.706,spotify:track:6FZdFkP2IjF99eDahDT8SH,176667,4
2684,When the Saints Go Marching In,['Louis Armstrong'],spotify:track:61ADBnenQ5GkAyNjkukOe2,0.531,0.362,7,-11.71,1,0.0775,0.85,0.000101,0.121,0.928,206.581,spotify:track:61ADBnenQ5GkAyNjkukOe2,160733,4
2685,Let The Good Times Roll,['Shirley & Lee'],spotify:track:2ePDfIXoP2HmC1hfsujb2J,0.502,0.445,1,-9.562,1,0.0688,0.481,0.0,0.0823,0.939,140.988,spotify:track:2ePDfIXoP2HmC1hfsujb2J,145653,4
2686,Moonlight On Vermont - Live,['Captain Beefheart & His Magic Band'],spotify:track:5AMJICHQcJs9gOZnBDUXMq,0.251,0.663,9,-12.889,1,0.0597,0.785,0.787,0.115,0.524,183.858,spotify:track:5AMJICHQcJs9gOZnBDUXMq,237920,4
2687,Show Me Love,['Robin S'],spotify:track:5My9zq8mVvDvnAzmYHfwBv,0.81,0.707,5,-9.949,1,0.0602,0.0709,0.000263,0.0959,0.741,120.27,spotify:track:5My9zq8mVvDvnAzmYHfwBv,270760,4
2688,God Give Me Strength,"['Elvis Costello', 'Burt Bacharach']",spotify:track:2Ig4bQ2JzYg6zjWCAaL2t7,0.355,0.287,2,-9.973,1,0.0316,0.781,4.94e-05,0.12,0.161,104.608,spotify:track:2Ig4bQ2JzYg6zjWCAaL2t7,370667,3
2689,Behind Blue Eyes,['The Who'],spotify:track:2X59ZxwE9x4pWnxsxKhr1E,0.41,0.53,2,-10.793,1,0.0342,0.126,2.36e-05,0.285,0.263,128.556,spotify:track:2X59ZxwE9x4pWnxsxKhr1E,221693,4
2690,Them Changes (feat. Flying Lotus & Kamasi Washington),"['Thundercat', 'Flying Lotus', 'Kamasi Washington']",spotify:track:7hmiDaBxoyLW094H8vup2S,0.791,0.58,8,-8.377,1,0.0588,0.555,0.00155,0.116,0.757,81.678,spotify:track:7hmiDaBxoyLW094H8vup2S,187210,4
2691,One Dance,"['Drake', 'WizKid', 'Kyla']",spotify:track:12VWzyPDBCc8fqeWCAfNwR,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,spotify:track:12VWzyPDBCc8fqeWCAfNwR,173987,4
2692,You Never Can Tell,['Chuck Berry'],spotify:track:2YEL7oERMj7nAJGjoAV9Hs,0.526,0.852,7,-9.519,1,0.222,0.731,5.11e-05,0.241,0.884,157.403,spotify:track:2YEL7oERMj7nAJGjoAV9Hs,161500,4
2693,You'll Lose A Good Thing,['Barbara Lynn'],spotify:track:7FVwcvemv4IGBBgaP4V7mE,0.591,0.324,2,-13.218,0,0.0302,0.606,0.000144,0.172,0.617,104.15,spotify:track:7FVwcvemv4IGBBgaP4V7mE,159867,3
2694,Open Your Heart,['Madonna'],spotify:track:6poribUG9PSY1eudyCjJTS,0.619,0.876,7,-9.214,0,0.0417,0.0434,1.53e-05,0.0925,0.89,114.008,spotify:track:6poribUG9PSY1eudyCjJTS,253067,4
2695,Sloop John B - Remastered,['The Beach Boys'],spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,0.567,0.745,8,-5.423,1,0.0264,0.402,0.0,0.0873,0.903,125.575,spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,180133,4
2696,Sleep Walk,['Santo & Johnny'],spotify:track:0yK8sWD6cfrc7pGfaPIcZH,0.779,0.212,10,-9.759,0,0.0362,0.759,0.959,0.235,0.444,94.675,spotify:track:0yK8sWD6cfrc7pGfaPIcZH,145333,3
2697,Vomit,['Girls'],spotify:track:43vQ6lZIvw1p3iSgt9aKyC,0.515,0.584,4,-7.3,0,0.0294,0.00195,0.767,0.101,0.188,117.929,spotify:track:43vQ6lZIvw1p3iSgt9aKyC,383600,4
2698,Big Fun,['Inner City'],spotify:track:4PyhlL1vrSvPlhYLdphszr,0.677,0.935,3,-11.55,0,0.0514,0.0787,0.376,0.0787,0.965,120.11,spotify:track:4PyhlL1vrSvPlhYLdphszr,206160,4
2699,Stormy Weather,['Ethel Waters'],spotify:track:3HQpLW2NKSoFdwTIObQUUK,0.354,0.151,0,-13.461,1,0.0411,0.988,0.0,0.182,0.368,80.691,spotify:track:3HQpLW2NKSoFdwTIObQUUK,192253,3
2700,Straighten Up And Fly Right,['Nat King Cole Trio'],spotify:track:0NeSfkU8LFzgd3ICfSektq,0.638,0.203,5,-14.071,0,0.128,0.968,0.000403,0.122,0.68,166.848,spotify:track:0NeSfkU8LFzgd3ICfSektq,146733,4
2701,Cigarettes & Alcohol,['Oasis'],spotify:track:1pkYzWBK1YpJvI4ZImMGce,0.295,0.865,2,-2.293,1,0.048,2.65e-05,0.126,0.127,0.523,114.685,spotify:track:1pkYzWBK1YpJvI4ZImMGce,289373,4
2702,Hello,['Adele'],spotify:track:0ENSn4fwAbCGeFGVUbXEU3,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966,spotify:track:0ENSn4fwAbCGeFGVUbXEU3,295493,4
2703,Forgot About Dre,"['Dr. Dre', 'Eminem']",spotify:track:7iXF2W9vKmDoGAhlHdpyIa,0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,222293,4
2704,You Got Me,"['The Roots', 'Erykah Badu']",spotify:track:1ANOv63SRuUpI9w347Mgg7,0.735,0.443,11,-8.09,0,0.278,0.161,0.0,0.188,0.757,81.031,spotify:track:1ANOv63SRuUpI9w347Mgg7,259293,4
2705,minipops 67 [120.2][source field mix],['Aphex Twin'],spotify:track:6kzLbNxsJidjc80Nw3uZVg,0.716,0.83,0,-7.661,1,0.0395,0.284,0.887,0.067,0.126,120.194,spotify:track:6kzLbNxsJidjc80Nw3uZVg,287587,4
2706,Help Me Make It Through The Night,['Sammi Smith'],spotify:track:3DlrvYMG2VRxjX0tQIzv2b,0.531,0.213,8,-15.56,1,0.0255,0.94,0.315,0.112,0.378,78.937,spotify:track:3DlrvYMG2VRxjX0tQIzv2b,152293,4
2707,Love Letters,['Ketty Lester'],spotify:track:5SK3wsck9r3krpvna9MRrF,0.584,0.298,7,-14.282,0,0.0316,0.711,0.0498,0.174,0.341,124.834,spotify:track:5SK3wsck9r3krpvna9MRrF,163187,3
2708,Coffee & TV,['Blur'],spotify:track:5eSllZgRWCIJsDTAqFRwQw,0.743,0.743,2,-10.117,1,0.0367,0.0511,0.233,0.0987,0.707,121.604,spotify:track:5eSllZgRWCIJsDTAqFRwQw,358773,4
2709,Detroit City,['Bobby Bare'],spotify:track:7eNM9suHz80f4fbC8aobod,0.519,0.319,11,-13.142,1,0.0287,0.518,9.05e-06,0.096,0.473,121.647,spotify:track:7eNM9suHz80f4fbC8aobod,169933,4
2710,Los Ageless,['St. Vincent'],spotify:track:2qTy3hGSbxoSenKmlKGHFw,0.527,0.716,5,-6.029,0,0.0616,0.0698,8.71e-05,0.0737,0.331,99.426,spotify:track:2qTy3hGSbxoSenKmlKGHFw,281347,4
2711,Have Love Will Travel,['The Sonics'],spotify:track:2uXkW8uJcOIhlbUatEPLPs,0.506,0.948,10,-5.626,1,0.105,0.727,0.0,0.0904,0.934,130.195,spotify:track:2uXkW8uJcOIhlbUatEPLPs,160400,4
2712,Kelly Watch the Stars,['Air'],spotify:track:5tR13oIwi5J3elcTZPTTIU,0.516,0.743,2,-8.47,1,0.0292,0.282,0.637,0.111,0.226,109.837,spotify:track:5tR13oIwi5J3elcTZPTTIU,226293,4
2713,Starboy,"['The Weeknd', 'Daft Punk']",spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,spotify:track:7MXVkk9YMctZqd1Srtv4MB,230453,4
2714,After the Love Has Gone,"['Earth, Wind & Fire']",spotify:track:3cfnGXJ9bmiWvFqEO6ff8B,0.424,0.443,6,-13.45,1,0.0382,0.532,0.000389,0.673,0.391,131.675,spotify:track:3cfnGXJ9bmiWvFqEO6ff8B,278040,4
2715,God's Song (That's Why I Love Mankind) - Remastered,['Randy Newman'],spotify:track:0gvmUlKbABaYKEtOV40aA8,0.442,0.0646,0,-21.214,0,0.0518,0.951,1.61e-05,0.128,0.201,174.021,spotify:track:0gvmUlKbABaYKEtOV40aA8,219973,3
2716,Rock ‘n’ Roll Star - Remastered,['Oasis'],spotify:track:5Dfc7ewAryDIFkRFvcmO5k,0.315,0.963,4,-4.242,1,0.0682,0.000631,0.00164,0.488,0.484,138.211,spotify:track:5Dfc7ewAryDIFkRFvcmO5k,322093,4
2717,Good Rockin' Tonight,['Roy Brown'],spotify:track:6tTyoUKse9egtto8Ceim7S,0.539,0.353,0,-9.978,1,0.0781,0.8,2.63e-06,0.215,0.848,146.17,spotify:track:6tTyoUKse9egtto8Ceim7S,181253,4
2718,I Don't Feel Like Dancin',['Scissor Sisters'],spotify:track:1q9l6c8bAzqWcvO3DM6FsR,0.707,0.923,7,-3.409,1,0.0276,0.0195,0.0,0.342,0.845,108.023,spotify:track:1q9l6c8bAzqWcvO3DM6FsR,288360,4
2719,Immaterial,['SOPHIE'],spotify:track:5nTtCOCds6I0PHMNtqelas,0.776,0.717,2,-4.897,1,0.0836,0.115,0.00755,0.327,0.828,139.995,spotify:track:5nTtCOCds6I0PHMNtqelas,232807,4
2720,Freak On a Leash,['Korn'],spotify:track:5f47hFFEpH5NyiPYvy9aMK,0.336,0.906,2,-5.445,1,0.054,2.63e-05,0.0535,0.336,0.57,103.312,spotify:track:5f47hFFEpH5NyiPYvy9aMK,255467,4
2721,Stolen Moments,['Oliver Nelson'],spotify:track:4iEJyAwf1FLU1ZNIHoS7YD,0.537,0.257,0,-14.498,0,0.0426,0.865,0.888,0.123,0.304,116.009,spotify:track:4iEJyAwf1FLU1ZNIHoS7YD,525667,4
2722,It's All Over Now - Remastered 2002,['The Rolling Stones'],spotify:track:6pbMeEOcdUWPdKMREKVYYg,0.6,0.702,0,-10.56,1,0.0311,0.0296,5.27e-06,0.329,0.716,99.143,spotify:track:6pbMeEOcdUWPdKMREKVYYg,206440,4
2723,Boredom,['Buzzcocks'],spotify:track:1qIb9G5OJnrf4pFoInRKLV,0.101,0.965,11,-4.036,1,0.272,0.000514,0.608,0.352,0.317,187.937,spotify:track:1qIb9G5OJnrf4pFoInRKLV,170067,4
2724,Buffalo Gals,['Malcolm McLaren'],spotify:track:4gCo2r1gCEw70OAq9cF1uW,0.881,0.636,4,-13.617,0,0.156,0.0257,0.000257,0.207,0.616,108.863,spotify:track:4gCo2r1gCEw70OAq9cF1uW,259427,4
2725,La nuit je mens,['Alain Bashung'],spotify:track:7AOmyblplMezwpYuuh9Ltr,0.493,0.694,11,-7.587,0,0.0287,0.0289,2.87e-05,0.356,0.538,146.927,spotify:track:7AOmyblplMezwpYuuh9Ltr,264707,4
2726,Livin' Thing,['Electric Light Orchestra'],spotify:track:315sIdOIekClPo45hZBWi6,0.553,0.599,0,-8.146,1,0.0297,0.285,0.0,0.191,0.447,123.26,spotify:track:315sIdOIekClPo45hZBWi6,210640,4
2727,Beautiful Life,['Gui Boratto'],spotify:track:2bZqtcd92jJ7CZlrt3Mmwu,0.468,0.665,8,-8.789,1,0.0435,0.304,0.00194,0.0875,0.0383,124.994,spotify:track:2bZqtcd92jJ7CZlrt3Mmwu,507279,4
2728,The Perfect Kiss,['New Order'],spotify:track:5fQuS9Rr77SeFRllOgMMSg,0.62,0.842,0,-6.325,1,0.0327,0.00574,0.153,0.279,0.807,130.346,spotify:track:5fQuS9Rr77SeFRllOgMMSg,288040,4
2729,Starry Night - Original Mix,['Peggy Gou'],spotify:track:5xwzmfxNAxZwMjznQ0eVXL,0.792,0.818,8,-8.563,0,0.0363,0.00446,0.724,0.0652,0.898,123.007,spotify:track:5xwzmfxNAxZwMjznQ0eVXL,398598,4
2730,Easy Lee,['Villalobos'],spotify:track:16fUp7gczVA6GD54tGV43H,0.79,0.423,8,-9.895,1,0.0688,0.0141,0.831,0.12,0.299,129.026,spotify:track:16fUp7gczVA6GD54tGV43H,609547,4
2731,The National Anthem,['Radiohead'],spotify:track:5eD5ronUxdKKGkTVWfDnSQ,0.486,0.754,2,-8.552,1,0.0378,0.00237,0.858,0.224,0.387,91.52,spotify:track:5eD5ronUxdKKGkTVWfDnSQ,351693,4
2732,Cruel to Be Kind,['Nick Lowe'],spotify:track:1hIO1PTYQvAvLtyxjDgl7S,0.697,0.664,0,-10.406,1,0.0261,0.0597,2.95e-06,0.0427,0.811,131.686,spotify:track:1hIO1PTYQvAvLtyxjDgl7S,210107,4
2733,You're Still The One,['Shania Twain'],spotify:track:3I4nZ14GRL7eXwFDjCEEVr,0.563,0.536,3,-7.149,1,0.0301,0.472,0.0,0.271,0.653,133.852,spotify:track:3I4nZ14GRL7eXwFDjCEEVr,212400,4
2734,Veronica,['Elvis Costello'],spotify:track:5zHgT1ibsBrSOEnQwZapto,0.63,0.757,0,-6.731,1,0.0359,0.128,4.9e-05,0.355,0.737,153.989,spotify:track:5zHgT1ibsBrSOEnQwZapto,189507,4
2735,Rebirth Of Slick (Cool Like Dat),['Digable Planets'],spotify:track:26q6YTrXt9l8qshIveiTX9,0.884,0.334,1,-18.943,0,0.228,0.0476,0.0588,0.107,0.571,98.315,spotify:track:26q6YTrXt9l8qshIveiTX9,261267,4
2736,Saturday Night Fish Fry,['Louis Jordan & His Tympany Five'],spotify:track:6f5t4YTEj4sVMnlaNaqP4a,0.634,0.561,5,-7.462,0,0.0455,0.717,0.0,0.773,0.86,175.449,spotify:track:6f5t4YTEj4sVMnlaNaqP4a,325547,4
2737,Slow Hands,['Interpol'],spotify:track:0mF7YNgURDkBQaxa9YRc47,0.243,0.969,11,-3.134,0,0.0509,0.000371,0.6,0.364,0.68,141.934,spotify:track:0mF7YNgURDkBQaxa9YRc47,183973,4
2738,Nightshift,['Commodores'],spotify:track:5PttwQqDabaoF5EbihCXVs,0.734,0.552,8,-10.377,1,0.0355,0.625,0.00738,0.0627,0.433,105.043,spotify:track:5PttwQqDabaoF5EbihCXVs,305133,4
2739,Everything Is Everything,['Phoenix'],spotify:track:3pzJXZ1PW3l3B69PoTx5lC,0.699,0.814,6,-7.628,1,0.0339,0.0298,0.0172,0.104,0.964,109.071,spotify:track:3pzJXZ1PW3l3B69PoTx5lC,178613,4
2740,911 Is A Joke,['Public Enemy'],spotify:track:5zpmJnU3q9LRl6ZvHe8mWY,0.734,0.787,6,-12.667,0,0.209,0.0113,0.0,0.152,0.738,103.592,spotify:track:5zpmJnU3q9LRl6ZvHe8mWY,197267,4
2741,Fineshrine,['Purity Ring'],spotify:track:5KeyVNymqfqac1wLDseK8v,0.609,0.798,5,-4.448,0,0.0404,0.018,8.68e-06,0.434,0.401,130.034,spotify:track:5KeyVNymqfqac1wLDseK8v,209760,4
2742,Dream Lover,['Bobby Darin'],spotify:track:1KLpjQFgubHI3GkAICCNH3,0.526,0.774,5,-1.692,1,0.0459,0.715,0.0,0.437,0.715,131.715,spotify:track:1KLpjQFgubHI3GkAICCNH3,150706,4
2743,Tempted,['Squeeze'],spotify:track:4f4SmDjsj6NoEuazQNmIfz,0.734,0.358,6,-13.832,0,0.0346,0.0997,0.102,0.0478,0.393,95.112,spotify:track:4f4SmDjsj6NoEuazQNmIfz,240333,4
2744,Didn't I (Blow Your Mind This Time),['The Delfonics'],spotify:track:1NeKY4qWsCnhY8fvhwQa7q,0.484,0.59,9,-6.663,1,0.0283,0.795,0.00306,0.155,0.324,140.588,spotify:track:1NeKY4qWsCnhY8fvhwQa7q,201067,4
2745,Rewind,['Kelela'],spotify:track:5xOZveWdzLdza5ly1pwMpy,0.746,0.416,11,-6.607,1,0.0482,0.0452,7.77e-05,0.12,0.231,132.036,spotify:track:5xOZveWdzLdza5ly1pwMpy,238146,4
2746,Taj Mahal,['Jorge Ben Jor'],spotify:track:2jjPWBfnx57puOtvQPKE1k,0.587,0.703,6,-5.789,0,0.0556,0.556,0.0,0.596,0.725,136.704,spotify:track:2jjPWBfnx57puOtvQPKE1k,186933,4
2747,Muchacha ojos de papel,['Almendra'],spotify:track:57SinjIS71OEacud1aY2Q5,0.456,0.294,7,-9.979,1,0.0384,0.917,4.72e-05,0.103,0.451,113.71,spotify:track:57SinjIS71OEacud1aY2Q5,188133,3
2748,Quarter to Three,['Gary U.S. Bonds'],spotify:track:50Vv9wrKJr05oh2vpuZNyj,0.495,0.975,1,-2.512,1,0.204,0.721,0.0,0.89,0.53,82.812,spotify:track:50Vv9wrKJr05oh2vpuZNyj,155559,4
2749,St. Louis Blues - Vocal,['Louis Armstrong'],spotify:track:1o9r0qPHxx5iYTzykgLcl0,0.685,0.526,6,-7.881,1,0.0548,0.938,0.881,0.0722,0.959,180.015,spotify:track:1o9r0qPHxx5iYTzykgLcl0,177893,4
2750,Moten Swing - Remastered,['Bennie Moten'],spotify:track:0Hj0BDjV2aPV0o9kxp1NKH,0.677,0.472,9,-9.895,1,0.0522,0.918,0.793,0.194,0.731,97.494,spotify:track:0Hj0BDjV2aPV0o9kxp1NKH,203080,4
2751,No Sleep Till Brooklyn,['Beastie Boys'],spotify:track:1DqLFLiQEIE48jCm5RXoRA,0.769,0.418,8,-14.419,1,0.0629,0.123,0.0,0.142,0.682,96.994,spotify:track:1DqLFLiQEIE48jCm5RXoRA,246893,4
2752,Pata Pata,['Miriam Makeba'],spotify:track:4S4dCACmtuPWbhvMSfDXqN,0.818,0.788,3,-7.278,1,0.0382,0.465,0.0,0.0793,0.974,126.038,spotify:track:4S4dCACmtuPWbhvMSfDXqN,180147,4
2753,Power And The Passion - Remastered Version,['Midnight Oil'],spotify:track:75SH7qKifZ0Mzl4UFmps31,0.779,0.737,4,-5.568,1,0.0847,0.0491,0.00593,0.238,0.874,153.389,spotify:track:75SH7qKifZ0Mzl4UFmps31,339383,4
2754,PDA,['Interpol'],spotify:track:1hu7wC5M5RvEsKQ6P2AXps,0.235,0.905,6,-5.832,0,0.0689,2.12e-05,0.899,0.0872,0.277,138.219,spotify:track:1hu7wC5M5RvEsKQ6P2AXps,299933,4
2755,By the Way,['Red Hot Chili Peppers'],spotify:track:2t0ZYmVXMR36fchq1Egs2d,0.452,0.976,0,-4.349,1,0.117,0.016,0.00631,0.0985,0.178,123.035,spotify:track:2t0ZYmVXMR36fchq1Egs2d,216973,4
2756,A House Is Not a Motel - 2015 Remaster,['Love'],spotify:track:1Ui9n4hF1G5krSr0G77fud,0.452,0.444,9,-17.599,0,0.0467,0.306,0.0031,0.0756,0.82,80.767,spotify:track:1Ui9n4hF1G5krSr0G77fud,211702,4
2757,Bernie's Tune,['Gerry Mulligan Quartet'],spotify:track:3G3ksIuNudBHwTdIGrjsSA,0.613,0.184,2,-17.118,0,0.329,0.982,0.807,0.108,0.902,104.994,spotify:track:3G3ksIuNudBHwTdIGrjsSA,173400,4
2758,Cry Baby,['Garnet Mimms'],spotify:track:0A5bxuadQCK3MnZjMxuSLe,0.578,0.335,10,-10.784,1,0.0299,0.755,0.000117,0.347,0.69,76.231,spotify:track:0A5bxuadQCK3MnZjMxuSLe,208771,3
2759,It's Tight Like That,"['Tampa Red', 'Georgia Tom']",spotify:track:1OzFztLTlMVMFHn5DYu77j,0.534,0.182,10,-18.429,1,0.198,0.995,0.941,0.119,0.827,200.412,spotify:track:1OzFztLTlMVMFHn5DYu77j,184627,4
2760,Fuck the Pain Away,['Peaches'],spotify:track:1XHFob24QklIXtLRopKirJ,0.905,0.945,4,-2.63,1,0.137,0.0354,0.00529,0.0707,0.944,131.597,spotify:track:1XHFob24QklIXtLRopKirJ,250693,4
2761,It's Not Unusual,['Tom Jones'],spotify:track:6KNLopeQ80lp2LYSIsdMda,0.354,0.727,0,-10.094,1,0.0844,0.578,0.0,0.0879,0.931,184.353,spotify:track:6KNLopeQ80lp2LYSIsdMda,123161,4
2762,Il Voyage En Solitaire,['Gerard Manset'],spotify:track:32ypJ2IzeJVm7glYvofThH,0.239,0.23,9,-17.495,1,0.0347,0.89,0.0789,0.0542,0.462,143.319,spotify:track:32ypJ2IzeJVm7glYvofThH,240920,3
2763,Homeward Bound,['Simon & Garfunkel'],spotify:track:2qlTIyC2NJrfr1w4Rr6X5a,0.544,0.324,3,-14.483,1,0.0358,0.852,0.0,0.111,0.554,93.064,spotify:track:2qlTIyC2NJrfr1w4Rr6X5a,148600,4
2764,My Mammy,['Al Jolson'],spotify:track:4kG46bTGpUgPmo5GnbOjy3,0.464,0.336,5,-12.64,1,0.0634,0.772,3.96e-05,0.303,0.61,115.854,spotify:track:4kG46bTGpUgPmo5GnbOjy3,177507,4
2765,Louisiana 1927 - Remastered,['Randy Newman'],spotify:track:7qLEaxMiR8WUsCG1uOBsuO,0.325,0.28,7,-11.715,1,0.0284,0.317,0.00291,0.159,0.187,134.056,spotify:track:7qLEaxMiR8WUsCG1uOBsuO,176000,4
2766,Hello Mary Lou (Goodbye Heart) - 2005 Digital Remaster,['Ricky Nelson'],spotify:track:4bnULOWizYveoiu141901k,0.584,0.646,9,-10.362,1,0.0299,0.261,0.0,0.0722,0.94,98.968,spotify:track:4bnULOWizYveoiu141901k,138333,4
2767,Don't Delete The Kisses,['Wolf Alice'],spotify:track:3K94Fd5ZQkPCW8wV6oyk22,0.604,0.789,5,-6.259,1,0.0273,0.0011,0.828,0.368,0.348,122.032,spotify:track:3K94Fd5ZQkPCW8wV6oyk22,275227,4
2768,Last Night,['The Mar-Keys'],spotify:track:7H22uQMwKWl43uagzO4Pnn,0.723,0.565,0,-4.175,1,0.0386,0.448,0.866,0.0708,0.859,126.588,spotify:track:7H22uQMwKWl43uagzO4Pnn,159173,4
2769,I'd Do Anything For Love (But I Won't Do That),['Meat Loaf'],spotify:track:4UrgDocbHywDZv2f3mBhCq,0.395,0.562,2,-10.383,1,0.0811,0.467,4.13e-06,0.143,0.363,103.909,spotify:track:4UrgDocbHywDZv2f3mBhCq,721000,4
2770,To Know Him Is To Love Him,['The Teddy Bears'],spotify:track:1RXyqYPAqtsJEcgaV8nfqX,0.273,0.412,2,-6.568,1,0.0299,0.898,1.35e-05,0.126,0.351,173.707,spotify:track:1RXyqYPAqtsJEcgaV8nfqX,149480,3
2771,Shallow,"['Lady Gaga', 'Bradley Cooper']",spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,spotify:track:2VxeLyX666F8uXCJ0dZF8B,215733,4
2772,Build Me Up Buttercup,['The Foundations'],spotify:track:366FcVFTRmmXxhSc7MkMXJ,0.642,0.677,0,-4.655,1,0.03,0.207,0.0,0.303,0.871,134.116,spotify:track:366FcVFTRmmXxhSc7MkMXJ,178227,4
2773,Mad About The Boy,['Dinah Washington'],spotify:track:52AHpKO742FGsjqXrFJhBk,0.348,0.293,1,-9.566,1,0.0329,0.824,0.000177,0.168,0.268,150.932,spotify:track:52AHpKO742FGsjqXrFJhBk,166173,3
2774,King Porter Stomp,"['Jelly Roll Morton', 'King Oliver']",spotify:track:51Z3oWEeuSnmP31ZjEmeof,0.733,0.169,5,-15.982,0,0.139,0.995,0.817,0.189,0.921,96.352,spotify:track:51Z3oWEeuSnmP31ZjEmeof,153427,4
2775,call the police,['LCD Soundsystem'],spotify:track:5rhgZSkr7P8ZNx7OxBbdOw,0.38,0.727,2,-6.477,1,0.0435,9.25e-05,0.00488,0.0744,0.34,151.012,spotify:track:5rhgZSkr7P8ZNx7OxBbdOw,418773,4
2776,Men's Needs,['The Cribs'],spotify:track:3qel23hQWhHT3qGewBQ0pE,0.547,0.944,1,-2.264,0,0.0469,0.000102,9.95e-05,0.0665,0.835,122.005,spotify:track:3qel23hQWhHT3qGewBQ0pE,195973,4
2777,Tighten Up,['The Black Keys'],spotify:track:77mfXkPssv7dSgl8oZOsoZ,0.459,0.708,6,-6.167,0,0.0681,0.00142,4.44e-06,0.485,0.583,108.952,spotify:track:77mfXkPssv7dSgl8oZOsoZ,211040,4
